Basin,Region,Site,Reference,Indicator,Latitude (°N),Longitude (°E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-3.94,0.19,0.19,-2092,124,124
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-3.96,0.19,0.19,-2120,126,126
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-3.98,0.19,0.19,-2149,127,127
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.00,0.19,0.19,-2177,125,125
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.02,0.19,0.19,-2206,127,127
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.04,0.19,0.19,-2236,126,126
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.06,0.19,0.19,-2268,122,122
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.08,0.19,0.19,-2301,94,94
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.10,0.19,0.19,-2315,91,91
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.12,0.19,0.19,-2322,93,93
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.14,0.19,0.19,-2330,94,94
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.16,0.19,0.19,-2337,94,94
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.18,0.19,0.19,-2344,96,96
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.20,0.19,0.19,-2350,98,98
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.22,0.19,0.19,-2357,100,100
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.24,0.19,0.19,-2363,103,103
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.26,0.19,0.19,-2370,107,107
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.28,0.19,0.19,-2376,109,109
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.30,0.19,0.19,-2383,114,114
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.32,0.19,0.19,-2395,133,133
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.34,0.19,0.19,-2443,166,166
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.36,0.19,0.19,-2488,168,168
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.38,0.19,0.19,-2533,168,168
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.40,0.19,0.19,-2580,167,167
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.42,0.19,0.19,-2626,165,165
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.44,0.19,0.19,-2673,167,167
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.46,0.19,0.19,-2721,171,171
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.48,0.19,0.19,-2772,153,153
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.50,0.19,0.19,-2794,129,129
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.52,0.19,0.19,-2806,115,115
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.54,0.19,0.19,-2817,103,103
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.56,0.19,0.19,-2828,95,95
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.58,0.19,0.19,-2840,83,83
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.60,0.19,0.19,-2851,72,72
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.62,0.19,0.19,-2863,64,64
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.64,0.19,0.19,-2874,55,55
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.66,0.19,0.19,-2888,36,36
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.68,0.19,0.19,-2904,48,48
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.70,0.19,0.19,-2920,58,58
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.72,0.19,0.19,-2937,62,62
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.75,0.19,0.19,-2952,66,66
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.77,0.19,0.19,-2968,68,68
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.79,0.19,0.19,-2984,70,70
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.81,0.19,0.19,-3000,72,72
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.83,0.19,0.19,-3018,76,76
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.85,0.19,0.19,-3044,92,92
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.87,0.19,0.19,-3067,121,121
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.89,0.19,0.19,-3084,130,130
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.91,0.19,0.19,-3099,137,137
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.93,0.19,0.19,-3115,143,143
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.95,0.19,0.19,-3132,146,146
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.97,0.19,0.19,-3148,150,150
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-4.99,0.19,0.19,-3164,153,153
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-5.01,0.19,0.19,-3182,157,157
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-5.03,0.19,0.19,-3199,158,158
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-5.05,0.19,0.19,-3217,161,161
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-5.07,0.19,0.19,-3238,162,162
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-5.09,0.19,0.19,-3265,167,167
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,0.05,0.28,0.28,1994,9,9
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.13,0.17,0.17,1978,7,7
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.12,0.18,0.18,1959,5,5
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.07,0.33,0.33,1942,13,13
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.17,0.17,0.17,1927,18,18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.24,0.24,0.24,1914,16,16
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.54,0.24,0.24,1884,15,15
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.47,0.22,0.22,1868,16,16
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.60,0.18,0.18,1832,29,29
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.68,0.21,0.21,1765,55,55
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.71,0.25,0.25,1734,54,54
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.87,0.16,0.16,1662,68,68
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.94,0.17,0.17,1615,66,66
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.94,0.18,0.18,1545,54,54
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-0.97,0.21,0.21,1489,41,41
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.05,0.17,0.17,1419,51,51
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.10,0.18,0.18,1378,53,53
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.18,0.19,0.19,1298,57,57
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.14,0.20,0.20,1251,57,57
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.23,0.19,0.19,1169,41,41
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.24,0.18,0.18,1126,56,56
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.30,0.19,0.19,1085,57,57
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.440,-74.270,-1.41,0.18,0.18,1017,69,69
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,0.00,0.14,0.14,2007,10,6
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,0.04,0.15,0.15,2000,11,9
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,0.01,0.15,0.15,1993,11,10
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.04,0.15,0.15,1996,10,11
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,0.04,0.14,0.14,1979,8,11
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,0.05,0.15,0.15,1972,6,9
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.10,0.14,0.14,1965,4,3
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.13,0.15,0.15,1956,16,8
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.06,0.15,0.15,1945,21,13
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.10,0.15,0.15,1935,24,18
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.09,0.15,0.15,1924,27,21
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.14,0.14,0.14,1914,30,24
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.12,0.15,0.15,1903,32,26
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.10,0.14,0.14,1893,33,28
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.19,0.14,0.14,1882,34,31
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.17,0.14,0.14,1870,33,33
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.17,0.14,0.14,1857,93,31
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.24,0.15,0.15,1844,106,29
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.24,0.14,0.14,1832,28,42
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.20,0.14,0.14,1819,29,45
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.17,0.14,0.14,1806,30,45
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.21,0.14,0.14,1796,30,45
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.15,0.15,0.15,1786,31,47
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.21,0.14,0.14,1775,32,48
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.21,0.16,0.16,1764,32,49
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.20,0.15,0.15,1730,32,49
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.21,0.15,0.15,1692,47,47
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.19,0.15,0.15,1644,59,55
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.16,0.15,0.15,1583,61,69
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.25,0.16,0.16,1518,59,73
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.32,0.16,0.16,1453,63,69
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.30,0.15,0.15,1388,63,69
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.31,0.15,0.15,1356,63,68
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.31,0.16,0.16,1292,58,64
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.40,0.19,0.19,1259,55,63
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.30,0.16,0.16,1227,53,59
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.42,0.18,0.18,1194,48,55
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.35,0.15,0.15,1161,49,53
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.33,0.15,0.15,1127,50,55
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.33,0.16,0.16,1059,48,63
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.44,0.17,0.17,989,54,77
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.57,0.2,0.2,918,71,87
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.49,0.17,0.17,883,77,91
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.53,0.18,0.18,847,85,98
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.52,0.17,0.17,811,91,105
South Atlantic,Falklands,Swan Inlet,Newton (2017); Newton et al. (2020); Frederickse et al. (2020),Diatoms,-51.828,-58.595,-0.63,0.19,0.19,781,103,122
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.10,0.09,0.09,1984,10,10
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.14,0.14,0.14,1979,9,9
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.20,0.11,0.11,1971,7,7
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.23,0.13,0.13,1966,5,5
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.21,0.12,0.12,1964,6,6
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.24,0.11,0.11,1962,6,6
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.24,0.11,0.11,1959,8,8
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.25,0.12,0.12,1953,11,11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.28,0.11,0.11,1922,15,15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.26,0.12,0.12,1908,10,10
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.28,0.11,0.11,1904,9,9
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.32,0.12,0.12,1901,9,9
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.32,0.10,0.10,1899,9,9
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.45,0.13,0.13,1896,11,11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.44,0.14,0.14,1893,13,13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.50,0.13,0.13,1887,15,15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.42,0.12,0.12,1871,12,12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.45,0.14,0.14,1865,11,11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.52,0.14,0.14,1861,11,11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.64,0.14,0.14,1854,13,13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.56,0.14,0.14,1850,14,14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.58,0.13,0.13,1845,14,14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.55,0.15,0.15,1838,22,22
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.57,0.14,0.14,1831,27,27
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.63,0.17,0.17,1817,35,35
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.66,0.15,0.15,1805,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.65,0.14,0.14,1792,37,37
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.60,0.14,0.14,1782,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.69,0.15,0.15,1773,39,39
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.68,0.14,0.14,1763,39,39
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.71,0.16,0.16,1752,38,38
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.56,0.13,0.13,1732,35,35
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.66,0.14,0.14,1709,31,31
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.62,0.14,0.14,1682,32,32
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.69,0.16,0.16,1656,45,45
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.79,0.15,0.15,1632,51,51
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.77,0.15,0.15,1610,53,53
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.81,0.14,0.14,1587,52,52
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.81,0.14,0.14,1556,52,52
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.89,0.14,0.14,1519,55,55
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.75,0.12,0.12,1494,56,56
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.88,0.14,0.14,1470,57,57
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.94,0.14,0.14,1446,55,55
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.95,0.13,0.13,1425,50,50
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.02,0.13,0.13,1398,49,49
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.95,0.15,0.15,1359,53,53
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.01,0.14,0.14,1327,54,54
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.03,0.14,0.14,1302,51,51
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.01,0.14,0.14,1280,47,47
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.05,0.15,0.15,1267,43,43
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.06,0.14,0.14,1257,42,42
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.00,0.15,0.15,1226,39,39
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.11,0.13,0.13,1196,44,44
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.10,0.15,0.15,1175,48,48
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.09,0.15,0.15,1154,52,52
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.15,0.16,0.16,1133,52,52
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.09,0.13,0.13,1091,51,51
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.37,0.12,0.12,864,55,55
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.57,0.15,0.15,751,44,44
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.61,0.14,0.14,734,40,40
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.65,0.14,0.14,716,34,34
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.67,0.14,0.14,693,32,32
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.70,0.14,0.14,669,33,33
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.66,0.15,0.15,654,34,34
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.71,0.14,0.14,637,30,30
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.71,0.13,0.13,617,27,27
