Basin,Region,Site,Reference,Indicator,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.52,0.19,0.19,-0.752,70,70,"Swan Key,
 Florida",0.035,0.035,0.035,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.54,0.19,0.19,-0.782,69,69,"Swan Key,
 Florida",0.0345,0.0345,0.0345,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.56,0.19,0.19,-0.803,81,81,"Swan Key,
 Florida",0.0405,0.0405,0.0405,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.58,0.19,0.19,-0.821,75,75,"Swan Key,
 Florida",0.0375,0.0375,0.0375,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.6,0.19,0.19,-0.838,70,70,"Swan Key,
 Florida",0.035,0.035,0.035,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.62,0.19,0.19,-0.856,68,68,"Swan Key,
 Florida",0.034,0.034,0.034,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.64,0.19,0.19,-0.873,66,66,"Swan Key,
 Florida",0.033,0.033,0.033,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.66,0.19,0.19,-0.89,65,65,"Swan Key,
 Florida",0.0325,0.0325,0.0325,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.68,0.19,0.19,-0.907,64,64,"Swan Key,
 Florida",0.032,0.032,0.032,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.7,0.19,0.19,-0.926,60,60,"Swan Key,
 Florida",0.03,0.03,0.03,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.72,0.19,0.19,-0.953,58,58,"Swan Key,
 Florida",0.029,0.029,0.029,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.74,0.19,0.19,-0.975,71,71,"Swan Key,
 Florida",0.0355,0.0355,0.0355,0.19
North Atlantic,Florida,Swan Key,Khan et al,Mangrove Peat,25.349,-80.251,-2.76,0.19,0.19,-0.993,75,75,"Swan Key,
 Florida",0.0375,0.0375,0.0375,0.19
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,0.05,0.28,0.28,1.994,9,9,"Cheesequake,
 New Jersey",0.0045,0.0045,0.0045,0.28
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.13,0.17,0.17,1.978,7,7,"Cheesequake,
 New Jersey",0.0035,0.0035,0.0035,0.17
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.12,0.18,0.18,1.959,5,5,"Cheesequake,
 New Jersey",0.0025,0.0025,0.0025,0.18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.07,0.33,0.33,1.942,13,13,"Cheesequake,
 New Jersey",0.0065,0.0065,0.0065,0.33
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.17,0.17,0.17,1.927,18,18,"Cheesequake,
 New Jersey",0.009,0.009,0.009,0.17
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.24,0.24,0.24,1.914,16,16,"Cheesequake,
 New Jersey",0.008,0.008,0.008,0.24
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.54,0.24,0.24,1.884,15,15,"Cheesequake,
 New Jersey",0.0075,0.0075,0.0075,0.24
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.47,0.22,0.22,1.868,16,16,"Cheesequake,
 New Jersey",0.008,0.008,0.008,0.22
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.6,0.18,0.18,1.832,29,29,"Cheesequake,
 New Jersey",0.0145,0.0145,0.0145,0.18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.68,0.21,0.21,1.765,55,55,"Cheesequake,
 New Jersey",0.0275,0.0275,0.0275,0.21
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.71,0.25,0.25,1.734,54,54,"Cheesequake,
 New Jersey",0.027,0.027,0.027,0.25
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.87,0.16,0.16,1.662,68,68,"Cheesequake,
 New Jersey",0.034,0.034,0.034,0.16
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.94,0.17,0.17,1.615,66,66,"Cheesequake,
 New Jersey",0.033,0.033,0.033,0.17
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.94,0.18,0.18,1.545,54,54,"Cheesequake,
 New Jersey",0.027,0.027,0.027,0.18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-0.97,0.21,0.21,1.489,41,41,"Cheesequake,
 New Jersey",0.0205,0.0205,0.0205,0.21
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.05,0.17,0.17,1.419,51,51,"Cheesequake,
 New Jersey",0.0255,0.0255,0.0255,0.17
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.1,0.18,0.18,1.378,53,53,"Cheesequake,
 New Jersey",0.0265,0.0265,0.0265,0.18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.18,0.19,0.19,1.298,57,57,"Cheesequake,
 New Jersey",0.0285,0.0285,0.0285,0.19
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.14,0.2,0.2,1.251,57,57,"Cheesequake,
 New Jersey",0.0285,0.0285,0.0285,0.2
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.23,0.19,0.19,1.169,41,41,"Cheesequake,
 New Jersey",0.0205,0.0205,0.0205,0.19
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.24,0.18,0.18,1.126,56,56,"Cheesequake,
 New Jersey",0.028,0.028,0.028,0.18
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.3,0.19,0.19,1.085,57,57,"Cheesequake,
 New Jersey",0.0285,0.0285,0.0285,0.19
North Atlantic,New Jersey,Cheesequake,Walker et al (2021),Foraminifera,40.44,-74.27,-1.41,0.18,0.18,1.017,69,69,"Cheesequake,
 New Jersey",0.0345,0.0345,0.0345,0.18
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.1,0.09,0.09,1.984,10,10,"East River Marsh,
 Connecticut",0.005,0.005,0.005,0.09
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.14,0.14,0.14,1.979,9,9,"East River Marsh,
 Connecticut",0.0045,0.0045,0.0045,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.2,0.11,0.11,1.971,7,7,"East River Marsh,
 Connecticut",0.0035,0.0035,0.0035,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.23,0.13,0.13,1.966,5,5,"East River Marsh,
 Connecticut",0.0025,0.0025,0.0025,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.21,0.12,0.12,1.964,6,6,"East River Marsh,
 Connecticut",0.003,0.003,0.003,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.24,0.11,0.11,1.962,6,6,"East River Marsh,
 Connecticut",0.003,0.003,0.003,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.24,0.11,0.11,1.959,8,8,"East River Marsh,
 Connecticut",0.004,0.004,0.004,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.25,0.12,0.12,1.953,11,11,"East River Marsh,
 Connecticut",0.0055,0.0055,0.0055,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.28,0.11,0.11,1.922,15,15,"East River Marsh,
 Connecticut",0.0075,0.0075,0.0075,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.26,0.12,0.12,1.908,10,10,"East River Marsh,
 Connecticut",0.005,0.005,0.005,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.28,0.11,0.11,1.904,9,9,"East River Marsh,
 Connecticut",0.0045,0.0045,0.0045,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.32,0.12,0.12,1.901,9,9,"East River Marsh,
 Connecticut",0.0045,0.0045,0.0045,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.32,0.1,0.1,1.899,9,9,"East River Marsh,
 Connecticut",0.0045,0.0045,0.0045,0.1
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.45,0.13,0.13,1.896,11,11,"East River Marsh,
 Connecticut",0.0055,0.0055,0.0055,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.44,0.14,0.14,1.893,13,13,"East River Marsh,
 Connecticut",0.0065,0.0065,0.0065,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.5,0.13,0.13,1.887,15,15,"East River Marsh,
 Connecticut",0.0075,0.0075,0.0075,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.42,0.12,0.12,1.871,12,12,"East River Marsh,
 Connecticut",0.006,0.006,0.006,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.45,0.14,0.14,1.865,11,11,"East River Marsh,
 Connecticut",0.0055,0.0055,0.0055,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.52,0.14,0.14,1.861,11,11,"East River Marsh,
 Connecticut",0.0055,0.0055,0.0055,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.64,0.14,0.14,1.854,13,13,"East River Marsh,
 Connecticut",0.0065,0.0065,0.0065,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.56,0.14,0.14,1.85,14,14,"East River Marsh,
 Connecticut",0.007,0.007,0.007,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.58,0.13,0.13,1.845,14,14,"East River Marsh,
 Connecticut",0.007,0.007,0.007,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.55,0.15,0.15,1.838,22,22,"East River Marsh,
 Connecticut",0.011,0.011,0.011,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.57,0.14,0.14,1.831,27,27,"East River Marsh,
 Connecticut",0.0135,0.0135,0.0135,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.63,0.17,0.17,1.817,35,35,"East River Marsh,
 Connecticut",0.0175,0.0175,0.0175,0.17
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.66,0.15,0.15,1.805,38,38,"East River Marsh,
 Connecticut",0.019,0.019,0.019,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.65,0.14,0.14,1.792,37,37,"East River Marsh,
 Connecticut",0.0185,0.0185,0.0185,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.6,0.14,0.14,1.782,38,38,"East River Marsh,
 Connecticut",0.019,0.019,0.019,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.69,0.15,0.15,1.773,39,39,"East River Marsh,
 Connecticut",0.0195,0.0195,0.0195,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.68,0.14,0.14,1.763,39,39,"East River Marsh,
 Connecticut",0.0195,0.0195,0.0195,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.71,0.16,0.16,1.752,38,38,"East River Marsh,
 Connecticut",0.019,0.019,0.019,0.16
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.56,0.13,0.13,1.732,35,35,"East River Marsh,
 Connecticut",0.0175,0.0175,0.0175,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.66,0.14,0.14,1.709,31,31,"East River Marsh,
 Connecticut",0.0155,0.0155,0.0155,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.62,0.14,0.14,1.682,32,32,"East River Marsh,
 Connecticut",0.016,0.016,0.016,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.69,0.16,0.16,1.656,45,45,"East River Marsh,
 Connecticut",0.0225,0.0225,0.0225,0.16
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.79,0.15,0.15,1.632,51,51,"East River Marsh,
 Connecticut",0.0255,0.0255,0.0255,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.77,0.15,0.15,1.61,53,53,"East River Marsh,
 Connecticut",0.0265,0.0265,0.0265,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.81,0.14,0.14,1.587,52,52,"East River Marsh,
 Connecticut",0.026,0.026,0.026,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.81,0.14,0.14,1.556,52,52,"East River Marsh,
 Connecticut",0.026,0.026,0.026,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.89,0.14,0.14,1.519,55,55,"East River Marsh,
 Connecticut",0.0275,0.0275,0.0275,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.75,0.12,0.12,1.494,56,56,"East River Marsh,
 Connecticut",0.028,0.028,0.028,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.88,0.14,0.14,1.47,57,57,"East River Marsh,
 Connecticut",0.0285,0.0285,0.0285,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.94,0.14,0.14,1.446,55,55,"East River Marsh,
 Connecticut",0.0275,0.0275,0.0275,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.95,0.13,0.13,1.425,50,50,"East River Marsh,
 Connecticut",0.025,0.025,0.025,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.02,0.13,0.13,1.398,49,49,"East River Marsh,
 Connecticut",0.0245,0.0245,0.0245,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-0.95,0.15,0.15,1.359,53,53,"East River Marsh,
 Connecticut",0.0265,0.0265,0.0265,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.01,0.14,0.14,1.327,54,54,"East River Marsh,
 Connecticut",0.027,0.027,0.027,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.03,0.14,0.14,1.302,51,51,"East River Marsh,
 Connecticut",0.0255,0.0255,0.0255,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.01,0.14,0.14,1.28,47,47,"East River Marsh,
 Connecticut",0.0235,0.0235,0.0235,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.05,0.15,0.15,1.267,43,43,"East River Marsh,
 Connecticut",0.0215,0.0215,0.0215,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.06,0.14,0.14,1.257,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1,0.15,0.15,1.226,39,39,"East River Marsh,
 Connecticut",0.0195,0.0195,0.0195,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.11,0.13,0.13,1.196,44,44,"East River Marsh,
 Connecticut",0.022,0.022,0.022,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.1,0.15,0.15,1.175,48,48,"East River Marsh,
 Connecticut",0.024,0.024,0.024,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.09,0.15,0.15,1.154,52,52,"East River Marsh,
 Connecticut",0.026,0.026,0.026,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.15,0.16,0.16,1.133,52,52,"East River Marsh,
 Connecticut",0.026,0.026,0.026,0.16
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.09,0.13,0.13,1.091,51,51,"East River Marsh,
 Connecticut",0.0255,0.0255,0.0255,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.37,0.12,0.12,0.864,55,55,"East River Marsh,
 Connecticut",0.0275,0.0275,0.0275,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.57,0.15,0.15,0.751,44,44,"East River Marsh,
 Connecticut",0.022,0.022,0.022,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.61,0.14,0.14,0.734,40,40,"East River Marsh,
 Connecticut",0.02,0.02,0.02,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.65,0.14,0.14,0.716,34,34,"East River Marsh,
 Connecticut",0.017,0.017,0.017,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.67,0.14,0.14,0.693,32,32,"East River Marsh,
 Connecticut",0.016,0.016,0.016,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.7,0.14,0.14,0.669,33,33,"East River Marsh,
 Connecticut",0.0165,0.0165,0.0165,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.66,0.15,0.15,0.654,34,34,"East River Marsh,
 Connecticut",0.017,0.017,0.017,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.71,0.14,0.14,0.637,30,30,"East River Marsh,
 Connecticut",0.015,0.015,0.015,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.71,0.13,0.13,0.617,27,27,"East River Marsh,
 Connecticut",0.0135,0.0135,0.0135,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.79,0.15,0.15,0.595,23,23,"East River Marsh,
 Connecticut",0.0115,0.0115,0.0115,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.77,0.13,0.13,0.572,26,26,"East River Marsh,
 Connecticut",0.013,0.013,0.013,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.75,0.14,0.14,0.548,34,34,"East River Marsh,
 Connecticut",0.017,0.017,0.017,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.77,0.13,0.13,0.529,37,37,"East River Marsh,
 Connecticut",0.0185,0.0185,0.0185,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.86,0.15,0.15,0.506,39,39,"East River Marsh,
 Connecticut",0.0195,0.0195,0.0195,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.84,0.14,0.14,0.476,40,40,"East River Marsh,
 Connecticut",0.02,0.02,0.02,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.69,0.12,0.12,0.455,44,44,"East River Marsh,
 Connecticut",0.022,0.022,0.022,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.84,0.14,0.14,0.435,43,43,"East River Marsh,
 Connecticut",0.0215,0.0215,0.0215,0.14
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.88,0.15,0.15,0.417,47,47,"East River Marsh,
 Connecticut",0.0235,0.0235,0.0235,0.15
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.9,0.12,0.12,0.399,45,45,"East River Marsh,
 Connecticut",0.0225,0.0225,0.0225,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.93,0.13,0.13,0.38,44,44,"East River Marsh,
 Connecticut",0.022,0.022,0.022,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.91,0.12,0.12,0.362,45,45,"East River Marsh,
 Connecticut",0.0225,0.0225,0.0225,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.99,0.13,0.13,0.337,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.98,0.13,0.13,0.327,41,41,"East River Marsh,
 Connecticut",0.0205,0.0205,0.0205,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.89,0.11,0.11,0.304,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.92,0.11,0.11,0.283,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.92,0.12,0.12,0.266,44,44,"East River Marsh,
 Connecticut",0.022,0.022,0.022,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.94,0.11,0.11,0.25,43,43,"East River Marsh,
 Connecticut",0.0215,0.0215,0.0215,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.97,0.11,0.11,0.237,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-1.96,0.11,0.11,0.219,41,41,"East River Marsh,
 Connecticut",0.0205,0.0205,0.0205,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2,0.12,0.12,0.19,41,41,"East River Marsh,
 Connecticut",0.0205,0.0205,0.0205,0.12
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2,0.1,0.1,0.169,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.1
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.04,0.11,0.11,0.152,40,40,"East River Marsh,
 Connecticut",0.02,0.02,0.02,0.11
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2,0.09,0.09,0.143,40,40,"East River Marsh,
 Connecticut",0.02,0.02,0.02,0.09
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.05,0.1,0.1,0.135,42,42,"East River Marsh,
 Connecticut",0.021,0.021,0.021,0.1
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.07,0.1,0.1,0.115,41,41,"East River Marsh,
 Connecticut",0.0205,0.0205,0.0205,0.1
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.18,0.13,0.13,0.095,38,38,"East River Marsh,
 Connecticut",0.019,0.019,0.019,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.19,0.13,0.13,0.067,37,37,"East River Marsh,
 Connecticut",0.0185,0.0185,0.0185,0.13
North Atlantic,Connecticut,East River Marsh,"Kemp et al. (2015), Stearns et al",foraminifera,41.276,-72.652,-2.13,0.12,0.12,0.045,38,38,"East River Marsh,
 Connecticut",0.019,0.019,0.019,0.12
