Basin,Region,Site,Reference,Indicator,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-4.19,0.17,0.17,-0.441,19,89,"Leeds Point,
 New Jersey",0.0095,0.0445,0.027,0.17
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.02,0.07,0.07,1.992,16,16,"Les Sillons,
 Magdelen Islands",0.008,0.008,0.008,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.08,0.07,0.07,1.965,19,19,"Les Sillons,
 Magdelen Islands",0.0095,0.0095,0.0095,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.1,0.07,0.07,1.947,28,28,"Les Sillons,
 Magdelen Islands",0.014,0.014,0.014,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.12,0.07,0.07,1.947,28,28,"Les Sillons,
 Magdelen Islands",0.014,0.014,0.014,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.18,0.07,0.07,1.94,29,29,"Les Sillons,
 Magdelen Islands",0.0145,0.0145,0.0145,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.18,0.07,0.07,1.933,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.19,0.07,0.07,1.926,35,35,"Les Sillons,
 Magdelen Islands",0.0175,0.0175,0.0175,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.21,0.07,0.07,1.92,45,45,"Les Sillons,
 Magdelen Islands",0.0225,0.0225,0.0225,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.2,0.07,0.07,1.913,51,51,"Les Sillons,
 Magdelen Islands",0.0255,0.0255,0.0255,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.22,0.07,0.07,1.904,47,47,"Les Sillons,
 Magdelen Islands",0.0235,0.0235,0.0235,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.25,0.07,0.07,1.894,43,43,"Les Sillons,
 Magdelen Islands",0.0215,0.0215,0.0215,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.28,0.07,0.07,1.871,41,41,"Les Sillons,
 Magdelen Islands",0.0205,0.0205,0.0205,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.21,0.1,0.1,1.933,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.23,0.1,0.1,1.904,47,47,"Les Sillons,
 Magdelen Islands",0.0235,0.0235,0.0235,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.28,0.1,0.1,1.886,41,41,"Les Sillons,
 Magdelen Islands",0.0205,0.0205,0.0205,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.33,0.1,0.1,1.871,41,41,"Les Sillons,
 Magdelen Islands",0.0205,0.0205,0.0205,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.39,0.1,0.1,1.857,40,40,"Les Sillons,
 Magdelen Islands",0.02,0.02,0.02,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.38,0.1,0.1,1.842,37,37,"Les Sillons,
 Magdelen Islands",0.0185,0.0185,0.0185,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.37,0.1,0.1,1.828,36,36,"Les Sillons,
 Magdelen Islands",0.018,0.018,0.018,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.39,0.11,0.11,1.813,33,33,"Les Sillons,
 Magdelen Islands",0.0165,0.0165,0.0165,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.41,0.11,0.11,1.794,41,41,"Les Sillons,
 Magdelen Islands",0.0205,0.0205,0.0205,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.46,0.11,0.11,1.775,40,40,"Les Sillons,
 Magdelen Islands",0.02,0.02,0.02,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.5,0.1,0.1,1.758,39,39,"Les Sillons,
 Magdelen Islands",0.0195,0.0195,0.0195,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.5,0.11,0.11,1.741,33,33,"Les Sillons,
 Magdelen Islands",0.0165,0.0165,0.0165,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.5,0.12,0.12,1.703,46,46,"Les Sillons,
 Magdelen Islands",0.023,0.023,0.023,0.12
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.54,0.11,0.11,1.684,42,42,"Les Sillons,
 Magdelen Islands",0.021,0.021,0.021,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.6,0.11,0.11,1.665,35,35,"Les Sillons,
 Magdelen Islands",0.0175,0.0175,0.0175,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.63,0.11,0.11,1.623,47,47,"Les Sillons,
 Magdelen Islands",0.0235,0.0235,0.0235,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.65,0.1,0.1,1.598,59,59,"Les Sillons,
 Magdelen Islands",0.0295,0.0295,0.0295,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.65,0.11,0.11,1.573,71,71,"Les Sillons,
 Magdelen Islands",0.0355,0.0355,0.0355,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.7,0.11,0.11,1.548,79,79,"Les Sillons,
 Magdelen Islands",0.0395,0.0395,0.0395,0.11
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.06,0.07,0.07,2.005,4,4,"Les Sillons,
 Magdelen Islands",0.002,0.002,0.002,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.1,0.07,0.07,1.96,10,10,"Les Sillons,
 Magdelen Islands",0.005,0.005,0.005,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.11,0.07,0.07,1.949,10,10,"Les Sillons,
 Magdelen Islands",0.005,0.005,0.005,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.15,0.07,0.07,1.935,14,14,"Les Sillons,
 Magdelen Islands",0.007,0.007,0.007,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.15,0.07,0.07,1.904,26,26,"Les Sillons,
 Magdelen Islands",0.013,0.013,0.013,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.22,0.07,0.07,1.892,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.23,0.07,0.07,1.879,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.23,0.07,0.07,1.868,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.07
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,0,0.1,0.1,2.005,4,4,"Les Sillons,
 Magdelen Islands",0.002,0.002,0.002,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.03,0.1,0.1,1.995,6,6,"Les Sillons,
 Magdelen Islands",0.003,0.003,0.003,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.07,0.1,0.1,1.987,8,8,"Les Sillons,
 Magdelen Islands",0.004,0.004,0.004,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.16,0.1,0.1,1.978,8,8,"Les Sillons,
 Magdelen Islands",0.004,0.004,0.004,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.2,0.1,0.1,1.969,8,8,"Les Sillons,
 Magdelen Islands",0.004,0.004,0.004,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.2,0.1,0.1,1.96,10,10,"Les Sillons,
 Magdelen Islands",0.005,0.005,0.005,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.23,0.1,0.1,1.949,10,10,"Les Sillons,
 Magdelen Islands",0.005,0.005,0.005,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.21,0.1,0.1,1.935,14,14,"Les Sillons,
 Magdelen Islands",0.007,0.007,0.007,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.21,0.1,0.1,1.918,20,20,"Les Sillons,
 Magdelen Islands",0.01,0.01,0.01,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.23,0.1,0.1,1.904,26,26,"Les Sillons,
 Magdelen Islands",0.013,0.013,0.013,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.25,0.1,0.1,1.892,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.26,0.1,0.1,1.879,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.29,0.1,0.1,1.868,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.23,0.1,0.1,1.857,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.31,0.1,0.1,1.845,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.33,0.1,0.1,1.835,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.37,0.1,0.1,1.824,26,26,"Les Sillons,
 Magdelen Islands",0.013,0.013,0.013,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.35,0.1,0.1,1.814,24,24,"Les Sillons,
 Magdelen Islands",0.012,0.012,0.012,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.41,0.1,0.1,1.788,28,28,"Les Sillons,
 Magdelen Islands",0.014,0.014,0.014,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.43,0.1,0.1,1.773,26,26,"Les Sillons,
 Magdelen Islands",0.013,0.013,0.013,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.4,0.1,0.1,1.761,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.43,0.1,0.1,1.75,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.41,0.1,0.1,1.739,32,32,"Les Sillons,
 Magdelen Islands",0.016,0.016,0.016,0.1
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.41,0.1,0.1,1.728,30,30,"Les Sillons,
 Magdelen Islands",0.015,0.015,0.015,0.1
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.07,0.07,0.07,1.995,19,19,"Little Manatee River,
 Florida",0.0095,0.0095,0.0095,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.09,0.07,0.07,1.994,20,20,"Little Manatee River,
 Florida",0.01,0.01,0.01,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.16,0.07,0.07,1.99,25,25,"Little Manatee River,
 Florida",0.0125,0.0125,0.0125,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.17,0.07,0.07,1.973,18,18,"Little Manatee River,
 Florida",0.009,0.009,0.009,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.22,0.07,0.07,1.949,15,15,"Little Manatee River,
 Florida",0.0075,0.0075,0.0075,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.22,0.07,0.07,1.933,15,15,"Little Manatee River,
 Florida",0.0075,0.0075,0.0075,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.27,0.08,0.08,1.919,15,15,"Little Manatee River,
 Florida",0.0075,0.0075,0.0075,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.28,0.07,0.07,1.916,16,16,"Little Manatee River,
 Florida",0.008,0.008,0.008,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.3,0.07,0.07,1.914,17,17,"Little Manatee River,
 Florida",0.0085,0.0085,0.0085,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.26,0.07,0.07,1.898,26,26,"Little Manatee River,
 Florida",0.013,0.013,0.013,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.32,0.08,0.08,1.883,40,40,"Little Manatee River,
 Florida",0.02,0.02,0.02,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.37,0.07,0.07,1.845,60,60,"Little Manatee River,
 Florida",0.03,0.03,0.03,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.39,0.08,0.08,1.817,65,65,"Little Manatee River,
 Florida",0.0325,0.0325,0.0325,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.46,0.07,0.07,1.728,66,66,"Little Manatee River,
 Florida",0.033,0.033,0.033,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.48,0.07,0.07,1.706,62,62,"Little Manatee River,
 Florida",0.031,0.031,0.031,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.48,0.06,0.06,1.681,51,51,"Little Manatee River,
 Florida",0.0255,0.0255,0.0255,0.06
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.53,0.07,0.07,1.67,48,48,"Little Manatee River,
 Florida",0.024,0.024,0.024,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.5,0.07,0.07,1.649,46,46,"Little Manatee River,
 Florida",0.023,0.023,0.023,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.55,0.07,0.07,1.628,38,38,"Little Manatee River,
 Florida",0.019,0.019,0.019,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.56,0.07,0.07,1.6,29,29,"Little Manatee River,
 Florida",0.0145,0.0145,0.0145,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.56,0.07,0.07,1.589,32,32,"Little Manatee River,
 Florida",0.016,0.016,0.016,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.54,0.07,0.07,1.579,36,36,"Little Manatee River,
 Florida",0.018,0.018,0.018,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.54,0.07,0.07,1.575,38,38,"Little Manatee River,
 Florida",0.019,0.019,0.019,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.55,0.06,0.06,1.562,43,43,"Little Manatee River,
 Florida",0.0215,0.0215,0.0215,0.06
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.62,0.06,0.06,1.554,45,45,"Little Manatee River,
 Florida",0.0225,0.0225,0.0225,0.06
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.6,0.06,0.06,1.54,41,41,"Little Manatee River,
 Florida",0.0205,0.0205,0.0205,0.06
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.6,0.07,0.07,1.518,49,49,"Little Manatee River,
 Florida",0.0245,0.0245,0.0245,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.66,0.06,0.06,1.488,50,50,"Little Manatee River,
 Florida",0.025,0.025,0.025,0.06
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.66,0.07,0.07,1.473,45,45,"Little Manatee River,
 Florida",0.0225,0.0225,0.0225,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.64,0.07,0.07,1.46,41,41,"Little Manatee River,
 Florida",0.0205,0.0205,0.0205,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.7,0.07,0.07,1.421,35,35,"Little Manatee River,
 Florida",0.0175,0.0175,0.0175,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.71,0.07,0.07,1.373,41,41,"Little Manatee River,
 Florida",0.0205,0.0205,0.0205,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.74,0.07,0.07,1.359,45,45,"Little Manatee River,
 Florida",0.0225,0.0225,0.0225,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.74,0.07,0.07,1.351,45,45,"Little Manatee River,
 Florida",0.0225,0.0225,0.0225,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.74,0.07,0.07,1.307,79,79,"Little Manatee River,
 Florida",0.0395,0.0395,0.0395,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.77,0.07,0.07,1.224,129,129,"Little Manatee River,
 Florida",0.0645,0.0645,0.0645,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.77,0.07,0.07,1.187,143,143,"Little Manatee River,
 Florida",0.0715,0.0715,0.0715,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.8,0.07,0.07,1.116,150,150,"Little Manatee River,
 Florida",0.075,0.075,0.075,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.77,0.07,0.07,1.071,139,139,"Little Manatee River,
 Florida",0.0695,0.0695,0.0695,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.84,0.08,0.08,0.943,84,84,"Little Manatee River,
 Florida",0.042,0.042,0.042,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.91,0.07,0.07,0.794,78,78,"Little Manatee River,
 Florida",0.039,0.039,0.039,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.92,0.07,0.07,0.708,116,116,"Little Manatee River,
 Florida",0.058,0.058,0.058,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.93,0.07,0.07,0.576,171,171,"Little Manatee River,
 Florida",0.0855,0.0855,0.0855,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.95,0.08,0.08,0.491,188,188,"Little Manatee River,
 Florida",0.094,0.094,0.094,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.97,0.07,0.07,0.459,186,186,"Little Manatee River,
 Florida",0.093,0.093,0.093,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.96,0.08,0.08,0.425,178,178,"Little Manatee River,
 Florida",0.089,0.089,0.089,0.08
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.96,0.07,0.07,0.374,164,164,"Little Manatee River,
 Florida",0.082,0.082,0.082,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-0.95,0.07,0.07,0.253,103,103,"Little Manatee River,
 Florida",0.0515,0.0515,0.0515,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1,0.07,0.07,0.176,61,61,"Little Manatee River,
 Florida",0.0305,0.0305,0.0305,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.03,0.07,0.07,0.139,69,69,"Little Manatee River,
 Florida",0.0345,0.0345,0.0345,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.06,0.07,0.07,0.099,61,61,"Little Manatee River,
 Florida",0.0305,0.0305,0.0305,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.11,0.07,0.07,0.058,59,59,"Little Manatee River,
 Florida",0.0295,0.0295,0.0295,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.07,0.07,0.07,-0.017,69,69,"Little Manatee River,
 Florida",0.0345,0.0345,0.0345,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.1,0.07,0.07,-0.033,71,71,"Little Manatee River,
 Florida",0.0355,0.0355,0.0355,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.1,0.07,0.07,-0.084,73,73,"Little Manatee River,
 Florida",0.0365,0.0365,0.0365,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.11,0.07,0.07,-0.112,57,57,"Little Manatee River,
 Florida",0.0285,0.0285,0.0285,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.15,0.07,0.07,-0.124,50,50,"Little Manatee River,
 Florida",0.025,0.025,0.025,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.13,0.07,0.07,-0.14,42,42,"Little Manatee River,
 Florida",0.021,0.021,0.021,0.07
Gulf of Mexico,Florida,Little Manatee River,Gerlach et al. (2017),Foraminifera,27.696,-82.453,-1.1,0.07,0.07,-0.156,36,36,"Little Manatee River,
 Florida",0.018,0.018,0.018,0.07
