Region,Site,Reference,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,data_lm_slope,data_lm_slope_err,ICE5_GIA_slope
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.45,0.09,0.09,1.76,"Big River Marsh,
 Newfoundland",0.027,0.026,0.0265,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.47,0.09,0.09,1.746,"Big River Marsh,
 Newfoundland",0.0295,0.0225,0.026,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.5,0.1,0.1,1.731,"Big River Marsh,
 Newfoundland",0.03,0.0210125,0.02550625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.47,0.06,0.06,1.711,"Big River Marsh,
 Newfoundland",0.0310125,0.0185,0.02475625,0.06,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.49,0.06,0.06,1.692,"Big River Marsh,
 Newfoundland",0.0265,0.014,0.02025,0.06,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.51,0.07,0.07,1.6765,"Big River Marsh,
 Newfoundland",0.0235,0.011,0.01725,0.07,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.53,0.09,0.09,1.661,"Big River Marsh,
 Newfoundland",0.0180125,0.0165125,0.0172625,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.6,0.11,0.11,1.648,"Big River Marsh,
 Newfoundland",0.009,0.0235,0.01625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.66,0.15,0.15,1.637,"Big River Marsh,
 Newfoundland",0.0105,0.0310125,0.02075625,0.15,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.67,0.12,0.12,1.6225,"Big River Marsh,
 Newfoundland",0.014012499999999999,0.037512500000000004,0.025762500000000004,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.6,0.12,0.12,1.605,"Big River Marsh,
 Newfoundland",0.0180125,0.0335,0.02575625,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.61,0.09,0.09,1.5855,"Big River Marsh,
 Newfoundland",0.0235,0.030512499999999998,0.027006250000000002,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.64,0.08,0.08,1.567,"Big River Marsh,
 Newfoundland",0.0285125,0.030512499999999998,0.0295125,0.08,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.71,0.1,0.1,1.549,"Big River Marsh,
 Newfoundland",0.0300125,0.0250125,0.0275125,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.77,0.11,0.11,1.533,"Big River Marsh,
 Newfoundland",0.028,0.0235125,0.02575625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.76,0.11,0.11,1.518,"Big River Marsh,
 Newfoundland",0.032012500000000006,0.0205125,0.0262625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.9,0.13,0.13,1.501,"Big River Marsh,
 Newfoundland",0.0337625,0.01925,0.026506250000000002,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.83,0.11,0.11,1.4855,"Big River Marsh,
 Newfoundland",0.029,0.0155,0.02225,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.79,0.11,0.11,1.47,"Big River Marsh,
 Newfoundland",0.0255125,0.0145,0.02000625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.77,0.08,0.08,1.456,"Big River Marsh,
 Newfoundland",0.0235125,0.0145,0.019006250000000002,0.08,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.8,0.08,0.08,1.4415,"Big River Marsh,
 Newfoundland",0.019012499999999998,0.0145125,0.0167625,0.08,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.85,0.12,0.12,1.429,"Big River Marsh,
 Newfoundland",0.0165,0.015,0.01575,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.85,0.11,0.11,1.414,"Big River Marsh,
 Newfoundland",0.0160125,0.0215,0.018756250000000002,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.86,0.09,0.09,1.396,"Big River Marsh,
 Newfoundland",0.0160125,0.022525,0.019268749999999998,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.88,0.13,0.13,1.378,"Big River Marsh,
 Newfoundland",0.02,0.0215125,0.02075625,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.95,0.09,0.09,1.361,"Big River Marsh,
 Newfoundland",0.0260125,0.0185,0.02225625,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.93,0.1,0.1,1.341,"Big River Marsh,
 Newfoundland",0.0310125,0.021,0.02600625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.98,0.11,0.11,1.322,"Big River Marsh,
 Newfoundland",0.0325,0.0245125,0.02850625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1,0.11,0.11,1.307,"Big River Marsh,
 Newfoundland",0.032,0.026512499999999998,0.02925625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.05,0.1,0.1,1.29,"Big River Marsh,
 Newfoundland",0.0305,0.029,0.02975,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.99,0.1,0.1,1.267,"Big River Marsh,
 Newfoundland",0.0325125,0.0290125,0.0307625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.03,0.07,0.07,1.246,"Big River Marsh,
 Newfoundland",0.03,0.0255,0.02775,0.07,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.09,0.1,0.1,1.221,"Big River Marsh,
 Newfoundland",0.027,0.022,0.0245,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.03,0.1,0.1,1.191,"Big River Marsh,
 Newfoundland",0.0285125,0.029,0.02875625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.15,0.11,0.11,1.164,"Big River Marsh,
 Newfoundland",0.025,0.037512500000000004,0.03125625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.27,0.11,0.11,1.144,"Big River Marsh,
 Newfoundland",0.0280125,0.0405125,0.0342625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.26,0.12,0.12,1.125,"Big River Marsh,
 Newfoundland",0.031,0.04,0.0355,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.22,0.1,0.1,1.103,"Big River Marsh,
 Newfoundland",0.035,0.038,0.0365,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.08,0.13,0.13,1.075,"Big River Marsh,
 Newfoundland",0.04,0.0325125,0.036256250000000004,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.11,0.16,0.16,1.0425,"Big River Marsh,
 Newfoundland",0.0445,0.0250375,0.034768749999999994,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.19,0.14,0.14,1.025,"Big River Marsh,
 Newfoundland",0.039512500000000006,0.021,0.030256250000000002,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-0.91,0.21,0.21,1.01,"Big River Marsh,
 Newfoundland",0.0345125,0.0240125,0.029262500000000004,0.21,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.07,0.19,0.19,0.993,"Big River Marsh,
 Newfoundland",0.026512499999999998,0.0255125,0.0260125,0.19,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.36,0.13,0.13,0.9555,"Big River Marsh,
 Newfoundland",0.022512499999999998,0.0255,0.02400625,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.32,0.1,0.1,0.934,"Big River Marsh,
 Newfoundland",0.02675,0.02375,0.02525,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.38,0.15,0.15,0.911,"Big River Marsh,
 Newfoundland",0.0305,0.0285,0.0295,0.15,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.22,0.13,0.13,0.888,"Big River Marsh,
 Newfoundland",0.0285125,0.032,0.030256250000000002,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.29,0.1,0.1,0.8675,"Big River Marsh,
 Newfoundland",0.0285,0.035,0.03175,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.45,0.13,0.13,0.843,"Big River Marsh,
 Newfoundland",0.02825,0.039762500000000006,0.03400625,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.5,0.17,0.17,0.818,"Big River Marsh,
 Newfoundland",0.031,0.037,0.034,0.17,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.36,0.1,0.1,0.794,"Big River Marsh,
 Newfoundland",0.026,0.0335125,0.02975625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.49,0.13,0.13,0.778,"Big River Marsh,
 Newfoundland",0.026512499999999998,0.0305,0.02850625,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.49,0.11,0.11,0.758,"Big River Marsh,
 Newfoundland",0.0240125,0.0300125,0.0270125,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.49,0.07,0.07,0.737,"Big River Marsh,
 Newfoundland",0.0200125,0.028,0.02400625,0.07,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.48,0.07,0.07,0.7185,"Big River Marsh,
 Newfoundland",0.0175,0.022,0.01975,0.07,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.71,0.14,0.14,0.702,"Big River Marsh,
 Newfoundland",0.0200125,0.0175,0.018756250000000002,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.63,0.12,0.12,0.684,"Big River Marsh,
 Newfoundland",0.0225,0.018,0.02025,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.59,0.1,0.1,0.664,"Big River Marsh,
 Newfoundland",0.0245125,0.024524999999999998,0.02451875,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.6,0.08,0.08,0.642,"Big River Marsh,
 Newfoundland",0.0225,0.025,0.02375,0.08,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.61,0.1,0.1,0.623,"Big River Marsh,
 Newfoundland",0.024,0.0245125,0.02425625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.26,0.16,0.16,0.601,"Big River Marsh,
 Newfoundland",0.0265,0.0225,0.0245,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.26,0.18,0.18,0.577,"Big River Marsh,
 Newfoundland",0.0265,0.0275125,0.027006250000000002,0.18,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.45,0.16,0.16,0.556,"Big River Marsh,
 Newfoundland",0.023,0.032012500000000006,0.027506250000000003,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.51,0.16,0.16,0.539,"Big River Marsh,
 Newfoundland",0.0245,0.0340125,0.02925625,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.34,0.17,0.17,0.523,"Big River Marsh,
 Newfoundland",0.020024999999999998,0.038,0.0290125,0.17,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.63,0.14,0.14,0.4975,"Big River Marsh,
 Newfoundland",0.0225,0.0405,0.0315,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.53,0.14,0.14,0.466,"Big River Marsh,
 Newfoundland",0.0232625,0.03225,0.027756250000000003,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.43,0.13,0.13,0.445,"Big River Marsh,
 Newfoundland",0.0245125,0.026512499999999998,0.0255125,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.79,0.15,0.15,0.424,"Big River Marsh,
 Newfoundland",0.026025,0.0245,0.0252625,0.15,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.58,0.19,0.19,0.405,"Big River Marsh,
 Newfoundland",0.0235,0.0260375,0.02476875,0.19,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.94,0.11,0.11,0.388,"Big River Marsh,
 Newfoundland",0.015,0.0275,0.02125,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.86,0.1,0.1,0.377,"Big River Marsh,
 Newfoundland",0.0165,0.0275,0.022,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.85,0.12,0.12,0.36,"Big River Marsh,
 Newfoundland",0.018512499999999998,0.0335125,0.026012500000000004,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.89,0.11,0.11,0.337,"Big River Marsh,
 Newfoundland",0.0215125,0.0355125,0.028512500000000003,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.88,0.09,0.09,0.31,"Big River Marsh,
 Newfoundland",0.0215,0.029,0.02525,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.98,0.11,0.11,0.283,"Big River Marsh,
 Newfoundland",0.0255,0.0305,0.028,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.06,0.15,0.15,0.256,"Big River Marsh,
 Newfoundland",0.032,0.0275125,0.02975625,0.15,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.01,0.12,0.12,0.237,"Big River Marsh,
 Newfoundland",0.0290125,0.0285125,0.0287625,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.11,0.11,0.11,0.219,"Big River Marsh,
 Newfoundland",0.0280125,0.0285,0.02825625,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.06,0.11,0.11,0.2,"Big River Marsh,
 Newfoundland",0.0285125,0.0275125,0.0280125,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.03,0.16,0.16,0.1775,"Big River Marsh,
 Newfoundland",0.028,0.0255,0.02675,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.04,0.16,0.16,0.154,"Big River Marsh,
 Newfoundland",0.031,0.0225,0.02675,0.16,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.18,0.13,0.13,0.131,"Big River Marsh,
 Newfoundland",0.0315,0.022,0.02675,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.19,0.1,0.1,0.112,"Big River Marsh,
 Newfoundland",0.0295,0.0215,0.0255,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.17,0.11,0.11,0.097,"Big River Marsh,
 Newfoundland",0.0260125,0.0195,0.022756250000000002,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.25,0.21,0.21,0.082,"Big River Marsh,
 Newfoundland",0.024,0.022,0.023,0.21,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.2,0.11,0.11,0.067,"Big River Marsh,
 Newfoundland",0.0235125,0.0210375,0.022275,0.11,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.25,0.12,0.12,0.055,"Big River Marsh,
 Newfoundland",0.0235125,0.023,0.023256250000000003,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.25,0.13,0.13,0.038,"Big River Marsh,
 Newfoundland",0.0245,0.0275,0.026,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.01,0.12,0.12,0.017,"Big River Marsh,
 Newfoundland",0.026,0.031,0.0285,0.12,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.1,0.09,0.09,-0.0015,"Big River Marsh,
 Newfoundland",0.0275,0.032525,0.0300125,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.37,0.14,0.14,-0.019,"Big River Marsh,
 Newfoundland",0.0295125,0.0350125,0.0322625,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.27,0.1,0.1,-0.04,"Big River Marsh,
 Newfoundland",0.030512499999999998,0.04,0.03525625,0.1,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.13,0.14,0.14,-0.072,"Big River Marsh,
 Newfoundland",0.0345,0.0435,0.039,0.14,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.31,0.09,0.09,-0.108,"Big River Marsh,
 Newfoundland",0.036525,0.0355125,0.036018749999999995,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.4,0.13,0.13,-0.148,"Big River Marsh,
 Newfoundland",0.0435,0.033,0.03825,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.27,0.09,0.09,-0.184,"Big River Marsh,
 Newfoundland",0.046,0.0315125,0.03875625,0.09,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.15,0.07,0.07,-0.209,"Big River Marsh,
 Newfoundland",0.0405,0.0365125,0.03850625,0.07,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-2.26,0.08,0.08,-0.23,"Big River Marsh,
 Newfoundland",0.039512500000000006,0.0410125,0.0402625,0.08,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
Newfoundland,Big River Marsh,Kemp et al. (2018),48.6_-58.8,48.6,-58.8,-1.97,0.13,0.13,-0.251,"Big River Marsh,
 Newfoundland",0.0375,0.0405125,0.03900625,0.13,01,ProxyData,0.87,1.0007288453372061e-82,0.5952751040458679
